fact_checked_segment	comment_by_fact-checker	article
Already, scientists know enough to be concerned. About 120,000 years ago, before the last ice age, the planet went through a natural warm period, with temperatures similar to those expected in coming decades. The sea level was 20 to 30 feet higher than it is today, implying that the ice sheets in both Greenland and Antarctica must have partly disintegrated, a warning of what could occur in the relatively near future if the heating of the planet continues unchecked.”	This is factually correct. Indeed, past climate states analogous to the state which is expected to manifest in the near future, are characterized by much higher sea levels. This implies that the current Antarctic (and Greenland) ice sheet volumes are not consistent with warmer climate states. Rather, warmer climate states are consistent with smaller ice sheets. “Relatively near future” is probably a misleading statement in the text, because it implies to average people a decadal timeframe—almost certainly unrealistic for 20-30 ft of sea level rise.	
But efforts to determine what causes seas to rise are marred by poor data and disagreements about methodology. 	I think this is a misinterpretation of what is currently known about sea level rise where we know that roughly 50% comes from glaciers’ mass loss, and the other 50% comes from volume expansion because of heat. There are multiple independent observation systems that confirm the current knowledge.	article99.txt
Never mind that the emissions of carbon dioxide to make and maintain a wind or solar industrial complex are far greater than they will ever save.	This is completely incorrect.	
“The heat extremes were especially pervasive in the Arctic, with temperatures in the fall running 20 to 30 degrees Fahrenheit above normal across large stretches of the Arctic Ocean.”	Where the Arctic ocean freezes the air can get very cold because the ice blocks the heat transport from the relatively warm ocean water. The temperature variability is naturally larger in the Arctic than in the mid-latitudes (USA, Europe). Thus it was very warm in the Arctic. As NASA’s Gavin Schmidt said: “What’s going on in the Arctic is really very impressive; this year was ridiculously off the chart” But 20 to 30 degrees Fahrenheit may not be as exceptional as it sounds to our ears.	article86.txt
In its 5th assessment report in 2013, the IPCC estimated that human emissions are probably responsible for more than half of the observed increase in global average temperature from 1951 to 2010. But it means a chunk of the rise is coming from elsewhere.	This is deceptive. Most published work suggests human activities are responsible for all, if not more than 100% of observed warming. 	
In the past, the atmospheric carbon dioxide content has been orders of magnitude higher than now, yet there were ice ages	This is a very bold (and wrong) statement. In the past 2 million years, CO2 has been lower than today and there were ice ages (glacials) when CO2 fell below a certain threshold. If we look further back, e.g. tens of millions of years, to periods of time when CO2 was higher than today (as in the Eocene), there was not much ice or snow around (if any)—certainly no ice age. If we go hundreds of millions of years back, the Sun was less strong than today. So yes, there might have been ice with higher CO2 concentrations and a faint Sun, but who knows? CO2 reconstructions do not go that far back.	
“Arctic land stores about twice as much carbon as the atmosphere. While growing seasons—which are now either longer or newly possible, depending on the exact location—suck in carbon dioxide during the spring and summer, scientists believe the thawing lands are now emitting more carbon than they take in.”	Yes, and in addition they will increase the methane that they emit, which may offset carbon that might be taken up if that is the case.	article58.txt
“The costs of emissions regulations, which will be paid by everyone, will be punishingly high and will provide no benefits to most people anywhere in the world.”	This is simply not accurate. Global warming is a global issue that, for example, affects global coastal populations, marine ecology, crop stability, and the area of habitable land. Humans, especially in countries with the largest carbon emissions, have been successfully altering the entire Earth system; therefore, climate change is currently the most global issue that we face and will continue to face in the coming centuries.	article40.txt
Carbon dioxide is a trace gas in the atmosphere.	This is the first officially true sentence due to its brevity. The rest of the paragraph shows it is intended to suggest something that is wrong.	
“Antarctica, the planet’s largest ice sheet, lost 219 billion tons of ice annually from 2012 through 2017 — approximately triple the 73 billion ton melt rate of a decade ago, the scientists concluded. From 1992 through 1997, Antarctica lost 49 billion tons of ice annually.”	This translates to about 0.6 mm/yr in 2012-2017, while the 1992-1997 rates were 0.14 mm/yr. This may not sound like much, but the current total rate of sea-level rise is around 3.2 mm/yr, so Antarctica is responsible for an increasingly large portion of the observed sea-level rise.	
“How did a wet Western winter lead to a sky-choking summer? The answer lies in the summer’s record-breaking heat, say wildfire experts. Days of near-100-degree-Fahrenheit temperatures cooked the Mountain West in early July, and a scorching heat wave lingered over the Pacific Northwest in early August.”	Exceptionally high summer air temperatures undoubtedly contributed to the extensive forest fire activity that occurred during the summer of 2017 in the western United States. Forest flammability is affected by both winter snowfall and seasonal rain, as well as by spring and summer air temperatures that regulate the timing of snowmelt and how much water the atmosphere will suck out of the forest.  	
“According to the satellites, the late 2016 temperatures are returning to the levels they were at after the 1998 El Nino.”	Even according to satellite records, which have their issues, this is not remotely the case:	article43.txt
“So it’s been a surprise to climate scientists that 2017 has been so remarkably warm — because the last El Niño ended a year ago.”	The claim that this is “a surprise to climate scientists” is not correct. In December 2016, climate scientists at the UK’s Met Office Hadley Centre predicted that 2017 would be “another very warm year for global temperatures”. 2017 was forecast to be among the warmest on record, but not as warm as 2016, so what is happening is actually consistent with the prediction.	article70.txt
“‘The dry periods are drier and the wet periods are wetter,’ said Jeffrey Mount, a water expert and senior fellow at the Public Policy Institute of California.”	This is seen in assessments of atmospheric reanalyses, which show a decreasing frequency of rain-producing weather systems over California but higher rain rates over the last 35 years*. Prein et al (2016) Running dry: The U.S. Southwest’s drift into a drier climate state, Geophysical Research Letters 	
This scientist proved climate change isn’t causing extreme weather 	The headline of this piece is incorrect. Nobody has “proved climate change isn’t causing extreme weather.” While just about everybody acknowledges that climate change is causing more record high temperatures and fewer record cold temperatures, the jury still is out on whether it can be said that climate change is causing other kinds of extreme weather, such as intense storms. There is a tendency by many to attribute every extreme event to climate change, and while that is not justified, in most cases of extreme weather there is insufficient data and understanding to make a clear determination of the extent to which climate change may or may not have played a role.	article128.txt
“When someone says, ‘climate science is settled,’ remind them to check the facts.”	The basic radiation physics has been well known for 150 years. The details will always be under discussion, but we are already seeing very clearly the expected patterns of climate change.	
it still has not been shown that human emissions of carbon dioxide drive ­global warming.	This statement is wrong. CO2 is a greenhouse gas and human emissions are increasing its concentration. Human emissions therefore drive global warming1. This can be measured, it can be explained theoretically and it can be seen in the past evolution of temperatures and CO2. 1- Stips et al (2016) On the causal structure between CO2 and global temperature, Scientific Reports 	
“This chart gives you a good idea of the direction of the adjustments.”	This chart does not show the adjustments. It shows an unsourced graph with the difference between two datasets. This is also due to increases in the amount of data used and thus also increases in coverage. In as far as the reason are adjustments, a likely reason would be the adjustments of the sea surface temperature that make global warming smaller. Older bucket measurements are cooler than modern buoy measurements because the water cools by evaporation between taking the bucket out of the water and reading the thermometer. In the past these adjustments were thought to be larger than modern estimates. So the “scandal” here would be that scientists were conservative in their early estimate of global warming.	article68.txt
when 3 per cent of total annual global emissions of carbon dioxide are from humans and Australia prod­uces 1.3 per cent of this 3 per cent, then no amount of emissions reductio­n here will have any effect on global climate.	This is enormously misleading; humans are entirely responsible for the rapid increase in the greenhouse gas concentrations within the atmosphere over the last 150 years, primarily through the burning of fossil fuels.	
The same climate experts warn that record heat is just the tip of the iceberg.	That is true, climate change causes many other problems for humanity*. IPCC (2014) Impacts, Adaptation, and Vulnerability	article124.txt
One of the main areas of contention is the existence of two strange climate episodes known as The Medieval Warm Period (MWP) and the Little Ice Age. The MWP lasted from about 950 to 1250AD, and temperature 	The author uses a common technique of confusing the climate in single region with the global climate. Statments such as this (or “this winter is so cold, we can call climate change off”) are irrelevant because they do not refer to the global climate.	
“climate economists see a positive externality, not a negative one, from the human influence on climate. (In technical lingo, the so-called social cost of carbon would be negative.)”	The social cost of carbon would indeed be negative for a low climate sensitivity. This is because the net impacts of climate change only turn negative at more pronounced warming, and this would occur in a more distant future for a low climate sensitivity. At the same time, the positive impacts of carbon dioxide fertilization would be unaffected.	article36.txt
“Warm weather worsened the most recent five-year drought, which included the driest four-year period on record in terms of statewide precipitation. California’s first-, second- and third-hottest years on record, in terms of statewide average temperatures, were 2014, 2015 and 2016.”	This claim is supported by a wide range of scientific research*. Record warmth during the recent drought has also been directly implicated in some of the most iconic drought impacts, such as extreme lack of Sierra Nevada snowpack* and a large increase in wildfire intensity*. Diffenbaugh et al (2015) Anthropogenic warming has increased drought risk in California, PNAS Williams et al (2015) Contribution of anthropogenic warming to California drought during 2012–2014, Geophysical Research Letters Belmecheri et al (2016) Multi-century evaluation of Sierra Nevada snowpack, Nature Climate Change Yoon et al (2015) Increasing water cycle extremes in California and in relation to ENSO cycle under global warming, Nature Communications 	article57.txt
” ‘CO2 is going up, but nowhere near as fast as they thought it would. The computer models just weren’t reliable.’ ”	Zeke Hausfather, Research Scientist, Berkeley Earth: Lovelock seems rather confused on this point. CO2 has actually gone up a bit faster than the Intergovernmental Panel on Climate Change (IPCC) predicted back in the Fourth Assessment Report: But modeling CO2 concentrations isn’t really that complicated (at least in the short term), and not a big focus of the IPCC and climate modelers. Rather, they use a number of different future emission scenarios reflecting different paths society could take to estimate the future warming, sea level rise, precipitation changes, and other more complex emergent properties of the climate system. Lovelock seems to be mixing up CO2 concentrations with temperatures, but even temperatures have been well within the range projected by models. 	
“These effects could add 50% to the impact of global warming that is produced by rising carbon emissions.”	The sea-ice albedo feedback is thought to contribute about 10% to global warming (it’s the smallest of the various climate feedbacks); that’s including the impact of Antarctic sea-ice loss as well. So this estimate of 50% for Arctic sea-ice loss alone seems far too high. 	article33.txt
“the researchers calculated that the impact of greenhouse gas emissions from wet soils, or wetlands, will be higher than from drier soils[…] This finding, if further confirmed, could reorient calculations of the overall potential of permafrost to worsen global warming over the coming century.”	The statement is true and properly cautious about the results of the Knoblauch et al paper. The article could have included that the present estimate* for additional warming from the permafrost carbon feedback is on the order of 0.13–0.27 °C to give a more quantitative sense of the strength of the feedback. Shuur et al (2015) Climate change and the permafrost carbon feedback, Nature 	
“Global human emissions are only 3 per cent of total annual emissions.”	This is purposely misleading. Others have commented appropriately. The global carbon budget provides an overview of sources and sinks of CO2 since 1880. Source: Global Carbon Project	
“Burning gas instead of coal in power plants reduces emissions in the short run, though gas is still a fossil fuel and will have to be phased out in the long run.”	It is arguable whether natural gas is a reasonable solution even in the short run. I argued in favor of this 20 years ago, but nowadays we have to cut emissions more drastically than would be possible by switching to another fossil fuel. The CO2 coefficient of natural gas is still about 2/3 of that of coal. Efficiency factors of power plants are also somewhat better for natural gas than for coal. Overall, we might save a bit more than half of the emissions by switching to natural gas while renewables can save much more. Furthermore, given the long technical lifetime of power stations, the “short run” could easily extend to 2060 or more.	article77.txt
At one point, Smith showed a slide of two charts that he said demonstrated how the rate of sea-level rise does not equal the sharp spike in the consumption of fossil fuels.	This statement is blatantly false: sea-level rise in the 20th century is faster than any time during the last 3000 years[1], while the present-day rate is already three times faster than the 20th-century rate[2]. [1] Kopp et al (2016). Temperature-Driven Global Sea-Level Variability in the Common Era, PNAS [2] Dangendorf et al (2017) Reassessment of 20th Century Global Mean Sea Level Rise, PNAS	article121.txt
“In the U.S. about 9,000 people die from heat each year but 144,000 die from cold.”	This suggests that the dependency is not linear, and there is a multitude of factors involved. Hence, “cold deaths” may be a misnomer. The temperature is a moderator combined with standard of living, life-style diseases, pollution, and poverty, in addition to accidents and other weather conditions… 	article25.txt
Unless the past is understood, climate projections can be only highly speculative.	The past is quite well understood. Ice cores record the tight correlation between CO2 and temperatures over the past 800,000 years. And climates that experienced CO2 concentrations comparable to today’s for thousand of years were very warm, much warmer than today, because the climate system had time to adapt to these high greenhouse concentrations*. Fischer et al (2018) Palaeoclimate constraints on the impact of 2 °C anthropogenic warming and beyond, Nature Geoscience 	
“Drought in the western U.S. pales in comparison to the mega-droughts tree rings tell us existed in centuries past.”	Note the comparing reconstructions of past droughts with climate model projections suggests that “future drought risk will likely exceed even the driest centuries of the Medieval Climate Anomaly (1100–1300 CE) in both moderate (RCP 4.5) and high (RCP 8.5) future emissions scenarios, leading to unprecedented drought conditions during the last millennium”. See Cook et al. (2015) Unprecedented 21st century drought risk in the American Southwest and Central Plains, Sciences Advances. 	article39.txt
“…climate change will also reduce the number of cold days and cold spells. That will cut the total number of cold-related deaths.”	There is very limited scientific support for the claim that reducing the number of cold days (by which he apparently means winter) will reduce the number of cold-related deaths. Again, this is assuming winter mortality is temperature-dependent; an assumption not verified by research in the US and elsewhere.	
If we halve the carbon dioxide content of the atmosphere, all life dies	If we halve the present day carbon dioxide content in the atmosphere, we will end up with the most common CO2 concentrations over the past 2 million years… those during an ice age. Life did not die. All the species we know today (including hominins) actually lived through several cycles of ice ages. 	
A well-known statistical distribution derived from modeling studies summarizes the uncertainties in this method. It shows that ECS is probably between two and 4.5 degrees, possibly as low as 1.5 but not lower, and possibly as high as nine degrees.	A well-known statistical distribution derived from modeling studies summarizes the uncertainties in this method. It shows that ECS is probably between two and 4.5 degrees, possibly as low as 1.5 but not lower, and possibly as high as nine degrees.	article103.txt
We are expected to believe that emission of traces of a trace gas into the atmosphere is a major planetary driving force.	I assume then that Ian also denies the existence of the ozone hole due to emissions of trace gases such as CFCs and HFCs?	
“El Niño is now waning, but the extremes continue to be seen, with temperature records tumbling in the US in February and polar heatwaves pushing ice cover to new lows.”	This is especially striking in the Antarctic where sea ice extent has been increasing gradually for many years. We are now seeing historic lows in sea ice extent.	article54.txt
These examples all illustrate that cherry picking record high temperatures in isolated locations tells absolutely nothing about the Earth’s climate.	This is a bizarre ending of this part of the article were the authors admit that their really bad method to study whether the weather becomes more extreme is a really bad method to study whether the weather becomes more extreme. Fortunately, scientist put in more effort to produce reliable knowledge. A good way to access what science knows about changes in extreme weather is the IPCC Special Report on Managing the Risks of Extreme Events and Disasters to Advance Climate Change Adaptation. The authors of this article would have saved the time of many readers had they read up on the state of the science.	article124.txt
“‘The interaction between Arctic ocean temperatures and the loss of ice formation leading to continuing record minimums is clearly a climate change signal,’ said Thomas Mote, a geography research professor at the University of Georgia.”	Yes. The “ice-albedo feedback” has been evident in the Arctic for some years, contributing to “polar amplification”—the effect where polar latitudes warm at around twice the rate of the globe as a whole.	
“But as more data comes in, even the worst-case estimates may turn out to be too low: for example, researchers recently discovered that ice is melting more rapidly than expected from both Antarctica and Greenland, plus gained a better understanding of how melting ice sheets actually affect sea-level rise. ‘The unlikely scenarios are now, all of a sudden, becoming more probable than they once were thought to be,’ says Sweet.”	This is true, based on the research cited here. The dynamics of rapid ice sheet retreat remain uncertain which introduces uncertainty into the projections. 	
Carbon Dioxide is playing a minor role in the total greenhouse effect.	Carbon dioxide is the major contributor to changes in long-lived climate forcers since the industrial revolution.	
“Despite recent attempts to paint the United States as a major global polluter, according to the World Health Organization (WHO), the U.S. is among the cleanest nations on the planet.”	This presumes a strong link between the cleanliness of a country’s air and its own emissions. This does not necessarily hold. For example, the tiny papal state of the Vatican City is probably rather polluted (as it’s contained solely within the city of Rome). However, the vast majority of that pollution will have been emitted in Italy.	article64.txt
“while it’s true that studies in some regions show polar bears are lighter in weight than they were in the 1980s, there is no evidence that more individuals are starving to death or becoming too thin to reproduce because of less summer ice.”	There is evidence. Bromaghin et al 20151 and Hunter et al 20102 examine this issue. Bromaghin et al state, “Low survival from 2004 through 2006 led to a 25–50% decline in abundance. We hypothesize that low survival during this period resulted from (1) unfavorable ice conditions that limited access to prey during multiple seasons; and possibly, (2) low prey abundance. For reasons that are not clear, survival of adults and cubs began to improve in 2007 and abundance was comparatively stable from 2008 to 2010, with ~900 bears in 2010 (90% CI 606–1212). However, survival of subadult bears declined throughout the entire period. Reduced spatial and temporal availability of sea ice is expected to increasingly force population dynamics of polar bears as the climate continues to warm. However, in the short term, our findings suggest that factors other than sea ice can influence survival.” Hunter et al stated, “Deterministic models projected population growth in years with more extensive ice coverage (2001-2003) and population decline in years with less ice coverage (2004-2005). LTRE (life table response experiment) analysis showed that the reduction in lambda in years with low sea ice was due primarily to reduced adult female survival, and secondarily to reduced breeding. A stochastic model with two environmental states, good and poor sea ice conditions, projected a declining stochastic growth rate, log lambda(s), as the frequency of poor ice years increased. The observed frequency of poor ice years since 1979 would imply log lambda(s) approximate to -0.01, which agrees with available (albeit crude) observations of population size. The stochastic model was linked to a set of 10 GCMs compiled by the IPCC; the models were chosen for their ability to reproduce historical observations of sea ice and were forced with “business as usual” (A1B) greenhouse gas emissions. The resulting stochastic population projections showed drastic declines in the polar bear population by the end of the 21st century. These projections were instrumental in the decision to list the polar bear as a threatened species under the U. S. Endangered Species Act.” 1- Bromaghin et al (2015) Polar bear population dynamics in the southern Beaufort Sea during a period of sea ice decline, Ecological Applications 2- Hunter et al (2010) Climate change threatens polar bear populations: a stochastic 	article94.txt
“many scientists were surprised when other researchers subsequently found that ringed and bearded seals (the primary prey of polar bears) north of the Bering Strait especially thrived with a longer open-water season, which is particularly conducive to fishing”	Both ringed seals and bearded seals are sea ice obligate species: there are significant conservation concerns about both species across the Arctic. The basis of the statement that the seals are thriving is unfounded in the peer-reviewed literature. Both species are listed under the US Endangered Species Act. The polar bears living north of the Bering Strait have not shown the same loss in body condition, survival, and reproduction noted in the neighboring Beaufort Sea because the ecosystems are vastly different in the distribution of continental shelf habitat: huge area in the Chukchi Sea, a narrow band in the Beaufort. Polar bear populations respond to local changes, and with 19 polar bear populations, there will be 19 different scenarios playing out over time. Loss of sea ice in the Chukchi Sea in winter 2017/18 may change the situation there. 	article94.txt
“this event poses severe risks to health — particularly for children and the elderly […] an extreme 2003 heat wave that affected Paris and Europe, and which has indeed been connected to climate change through statistical attribution analysis […] killed hundreds of people in Paris and London, and a recent study attributed at least some of those deaths, themselves, to climate change.”	The majority of injuries, illnesses, and deaths during heatwaves are preventable. A robust literature base documents individuals at higher risk during heatwaves, such as adults over the age of 65 years, infants, individuals with certain chronic diseases, and others. Heatwave early warning and response systems save lives; expanding these systems to more cities and increasing awareness of the health risks of high ambient temperatures could increase resilience as heatwaves increase in frequency, intensity, and duration. Another issue is that growing confidence that climate change is increasing the probability of heatwaves means some deaths during heatwaves could be attributed to climate change.	
“Sea level rise, which was occurring long before humans could be blamed, has not accelerated and still amounts to only 1 inch every ten years. If a major hurricane is approaching with a predicted storm surge of 10-14 feet, are you really going to worry about a sea level rise of 1 inch per decade?”	Sea level rise is indeed accelerating and is currently tracking predictions that are consistent with a roughly 1 meter (3 foot) rise by the end of the century. We are already seeing bad effects in places like Miami Beach. And 1 meter makes a large difference, so if one is concerned about one’s descendants, then yes, it is something to worry about.	article39.txt
“On the Pacific Coast, a climate pattern that had pushed billions of gallons of water toward Asia is now ending, so that in coming decades the sea is likely to rise quickly off states like Oregon and California.”	This statement is likely to be accurate. Several papers already demonstrated the influence of decadal ENSO (El Niño) variations (or the Pacific Decadal Oscillation; PDO) onto the large-scale decadal sea-level variations in the Pacific Ocean (e.g. Zhang and Church 2012). Bromirski et al. (2011) specifically addressed the influence of decadal PDO/ENSO onto the west coast of America and demonstrated an influence of the PDO there, with a suppression of sea-level rise from the 80’s until 2005. As the decadal ENSO/PDO phase is reversing, there is over the past five years an accelerated sea-level rise over the west coast of America (Hamlington et al. 2016) that should continue in the next decade. Zhang and Church (2012) Sea level trends, interannual and decadal variability in the Pacific Ocean. Geophys Res Lett Bromirski et al. (2011) Multidecadal regional sea level shifts in the Pacific over 1958-2008. J Geophys Res. Hamlington et al. (2016) An ongoing shift in Pacific Ocean sea level. Journal of Geophysical Research: Oceans	article34.txt
But each serial adjustment has tended to make the early years colder, which increases the warming trend.	While this says that adjustments increase the total warming, they actually decrease it since the 1800s. 	article130.txt
“[Gavin Schmidt:] ‘We don’t expect record years every year, but the ongoing long-term warming trend is clear.’”	This is a really important point, especially as 2017 is likely to not break the 2016 record. We expect year-to-year variability, so we may not break the 2016 record for a few years, but the overall trend is upwards.	
Computer models of the climate are at the heart of calls to ban the cheap, reliable energy that powers our thriving economy and promotes healthier, longer lives.	No. Climate models are one source of information, but the basis of concern about climate change comes from our understanding of the fundamental physics of the atmosphere.	article130.txt
North America suffers extreme weather events including wildfires, drought, and heatwaves. Monsoons in China fail, the great rivers of Asia virtually dry up, and rainfall in central America falls by half.	Projections of extreme events such as these are very difficult to make and vary greatly between different climate models.	article127.txt
“Representatives from the Marshall Islands have been vocal about the need for strong global action on climate. President Hilda Heine has told reporters that longtime residents are leaving the Marshall Islands because climate change is threatening the nation’s existence.”	This is an interesting rhetorical trick by Bjorn Lomborg. So far he has only supported the point that ‘as of today, the area of many Pacific islands have not decreased’. But this doesn’t mean that ‘the islands existence is not threatened’, notably in the future as sea level rise becomes more severe. So here, he is swapping a weak claim that he has supported for a much stronger one that he has not, a version of the red herring fallacy.	article38.txt
“This means the global temperature trend has now shown no further warming for 19 years”	This is blatantly false. Examine the trend here: Furthermore, a short time period of a few months in 2017 cannot say anything whatsoever about the long-term change in climate.	article60.txt
It is expected the report will focus on required changes to the energy system, rather than forests.	This appears to be the motivation for the authors’ statement. I don’t know if it is true that the role of forests will be under-appreciated (in the to-be-released IPCC report)—it would have been useful to get more perspective on this—but it is certainly reasonable to highlight the importance of forests.	article112.txt
“Sea level rise is global. But due to a variety of factors – including, for this part of the Atlantic coast, a likely weakening of the Gulf Stream, itself potentially a result of the melting of Greenland’s ice caps – south Floridians are feeling the effects more than many others. While there has been a mean rise of a little more than 3mm per year worldwide since the 1990s, in the last decade, the NOAA Virginia Key tide gauge just south of Miami Beach has measured a 9mm rise annually.”	The hypothesis that (a) the Gulf stream has weakened over this time interval and (b) that it is the primary driver of sea level rise acceleration seen farther north along the U.S. Atlantic coast is still debated (see for example, Kopp 2013)*. Kopp (2013) Does the mid-Atlantic United States sea level acceleration hot spot reflect ocean dynamic variability?, Geophysical Research Letters 	article56.txt
Even the BBC has admitted to Ofcom that the corporation is now biased on the matter because it no longer thinks there is a counter-argument.	The more pernicious issue that pervades media reporting of not just climate change but also many other fields of science and other issues is the false-balance paradigm that this article itself falls foul of repeatedly.	
“Scientists just discovered a massive, heretofore unknown, source of nitrogen”	That the rocks in the crust of the planet contain nitrogen has been known for in excess of a century. 	article96.txt
“His Gaia hypothesis, which contends that the earth is a single, self-regulating organism, is now accepted as the founding principle of most climate science […]”	Climate science is based on physical, biological, and chemical processes. There are feedbacks between these processes such as biological consumption of atmospheric CO2 by photosynthesis. However, the idea of a self-regulated Earth system due to biological activity is not a common principle of climate science.	
“And since the biggest risk to humanity is poverty, if we allow policymakers to have their way, the resulting energy poverty will indeed cause the deaths of some of our children and grandchildren.”	Poverty and energy poverty are indeed a risk for humanity; but current understanding shows that unmitigated climate change would hinder the efforts of poverty alleviation, because climate change impacts bear on most vulnerable countries and people.	article39.txt
“Is recent crazy weather tied to climate change? Some of it is.”	This is a reasonable short answer to an extremely challenging scientific question.	
by Ian Plimer	Ian Plimer is not a climate scientist (he is a geologist by training) and has a long and well established history with the mining and fossil fuel industry. This should have been clearly disclosed at the end of the article due to the obvious conflict of interest. 	
